Journal-name	ISSN	eISSN	category	2021-JIF	JIF-Quartile	2021-JCI
Corpus Linguistics and Linguistic Theory	1613-7027	1613-7035	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	2.28
Zephyrus-Revista de Prehistoria y Arqueologia	0514-7336	2386-3943	ARCHAEOLOGY - AHCI	N/A	N/A	0.20
Itinerario-International Journal on the History of European Expansion and Global Interaction	0165-1153	2041-2827	HISTORY - AHCI	N/A	N/A	1.02
OCTOBER	0162-2870	1536-013X	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.49
OXFORD GERMAN STUDIES	0078-7191	1745-9214	LITERATURE, GERMAN, DUTCH, SCANDINAVIAN - AHCI	N/A	N/A	0.74
Arms & Armour	1741-6124	1749-6268	MEDIEVAL & RENAISSANCE STUDIES - AHCI	N/A	N/A	0.63
JOURNAL OF PRAGMATICS	0378-2166	1879-1387	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	1.76
Contemporary British History	1361-9462	1743-7997	HISTORY - AHCI	N/A	N/A	2.02
ZEITSCHRIFT DER DEUTSCHEN MORGENLANDISCHEN GESELLSCHAFT	0341-0137	0341-0137	ASIAN STUDIES - AHCI	N/A	N/A	0.71
VOPROSY FILOSOFII	0042-8744	0042-8744	PHILOSOPHY - AHCI	N/A	N/A	0.37
Industrial Archaeology Review	0309-0728	1745-8196	ARCHAEOLOGY - AHCI$HISTORY - AHCI	N/A	N/A	0.30
Journal of Latin American Cultural Studies	1356-9325	1469-9575	CULTURAL STUDIES - AHCI	N/A	N/A	0.34
REVISTA IBEROAMERICANA	0034-9631	2154-4794	LITERATURE, ROMANCE - AHCI	N/A	N/A	0.37
Journal of Consumer Culture	1469-5405	1741-2900	CULTURAL STUDIES - AHCI	N/A	N/A	2.00
IDEALISTIC STUDIES	0046-8541	2153-8239	PHILOSOPHY - AHCI	N/A	N/A	0.38
JOURNAL OF ARCHAEOLOGICAL RESEARCH	1059-0161	1573-7756	ARCHAEOLOGY - AHCI	N/A	N/A	3.38
Nordic Journal of Religion and Society	0809-7291	1890-7008	RELIGION - AHCI	N/A	N/A	1.58
CONFLUENCIA-REVISTA HISPANICA DE CULTURA Y LITERATURA	0888-6091	2328-6962	LITERARY THEORY & CRITICISM - AHCI$LITERATURE, ROMANCE - AHCI	N/A	N/A	0.50
PATTERNS OF PREJUDICE	0031-322X	1461-7331	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	2.25
Ecclesiastical Law Journal	0956-618X	1751-8539	RELIGION - AHCI	N/A	N/A	0.56
Porta Linguarum	1697-7467	N/A	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.79
THEOLOGICAL STUDIES	0040-5639	2169-1304	RELIGION - AHCI	N/A	N/A	1.52
JOURNAL OF CHINESE PHILOSOPHY	0301-8121	1540-6253	ASIAN STUDIES - AHCI$PHILOSOPHY - AHCI	N/A	N/A	0.52
OSTERREICHISCHE ZEITSCHRIFT FUR VOLKSKUNDE	0029-9669	N/A	FOLKLORE - AHCI	N/A	N/A	0.00
Revista Espanola de Linguistica Aplicada	0213-2028	2254-6774	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.32
JOURNAL OF NEW MUSIC RESEARCH	0929-8215	1744-5027	MUSIC - AHCI	N/A	N/A	1.41
Hispania Sacra	0018-215X	1988-4265	HISTORY - AHCI$RELIGION - AHCI	N/A	N/A	0.37
Modern Italy	1353-2944	1469-9877	HISTORY - AHCI	N/A	N/A	0.89
STUDIES IN LATIN AMERICAN POPULAR CULTURE	0730-9139	N/A	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.22
War & Society	0729-2473	2042-4345	HISTORY - AHCI	N/A	N/A	1.14
COMPTES RENDUS DES SEANCES DE L ACADEMIE DES INSCRIPTIONS & BELLES-LETTRES	0065-0536	N/A	ART - AHCI	N/A	N/A	0.01
Archaologisches Korrespondenzblatt	0342-734X	N/A	ARCHAEOLOGY - AHCI	N/A	N/A	0.12
ANTIQUITY	0003-598X	1745-1744	ARCHAEOLOGY - AHCI	N/A	N/A	1.23
Aleph-Historical Studies in Science & Judaism	1565-1525	1565-5423	HISTORY & PHILOSOPHY OF SCIENCE - AHCI$RELIGION - AHCI	N/A	N/A	0.44
REVUE HISTORIQUE	0035-3264	2104-3825	HISTORY - AHCI	N/A	N/A	0.20
Oral History Review	0094-0798	1533-8592	HISTORY - AHCI	N/A	N/A	1.38
PHILOSOPHY AND RHETORIC	0031-8213	1527-2079	LITERATURE - AHCI$PHILOSOPHY - AHCI	N/A	N/A	1.16
NINETEENTH-CENTURY LITERATURE	0891-9356	N/A	LITERATURE - AHCI	N/A	N/A	0.72
Artibus et Historiae	0391-9064	N/A	ART - AHCI	N/A	N/A	0.23
DAPHNIS-ZEITSCHRIFT FUR MITTLERE DEUTSCHE LITERATUR	0300-693X	1879-6583	LITERATURE, GERMAN, DUTCH, SCANDINAVIAN - AHCI	N/A	N/A	1.94
LABOUR-LE TRAVAIL	0700-3862	1911-4842	HISTORY - AHCI	N/A	N/A	0.66
LIBERTE	0024-2020	N/A	LITERARY REVIEWS - AHCI	N/A	N/A	0.96
MOYEN AGE	0027-2841	1782-1436	MEDIEVAL & RENAISSANCE STUDIES - AHCI	N/A	N/A	0.04
International Journal of Music Education	0255-7614	1744-795X	MUSIC - AHCI	N/A	N/A	1.47
STUDIES IN ENGLISH LITERATURE 1500-1900	0039-3657	1522-9270	LITERATURE, BRITISH ISLES - AHCI	N/A	N/A	1.11
SOUTHERN CULTURES	1068-8218	1534-1488	HISTORY - AHCI	N/A	N/A	0.10
JOURNAL OF ECONOMIC HISTORY	0022-0507	1471-6372	HISTORY - AHCI	N/A	N/A	3.74
PAST & PRESENT	0031-2746	1477-464X	HISTORY - AHCI	N/A	N/A	5.34
THEATRE JOURNAL	0192-2882	1086-332X	THEATER - AHCI	N/A	N/A	2.24
AMERASIA JOURNAL	0044-7471	0044-7471	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.95
STUDIA LINGUISTICA	0039-3193	1467-9582	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.71
Architectural Theory Review	1326-4826	1755-0475	ARCHITECTURE - AHCI	N/A	N/A	0.38
Jung Journal-Culture & Psyche	1934-2039	1934-2047	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.25
Literacy	1741-4350	1741-4369	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	1.45
NOTTINGHAM FRENCH STUDIES	0029-4586	2047-7236	LITERATURE, ROMANCE - AHCI	N/A	N/A	1.72
London Journal	0305-8034	1749-6322	HISTORY - AHCI	N/A	N/A	1.10
Language Matters	1022-8195	1753-5395	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.45
JOURNAL OF ARABIC LITERATURE	0085-2376	1570-064X	ASIAN STUDIES - AHCI$LITERATURE - AHCI	N/A	N/A	1.03
Phenomenology and the Cognitive Sciences	1568-7759	1572-8676	PHILOSOPHY - AHCI	N/A	N/A	3.74
Urban History	0963-9268	1469-8706	HISTORY - AHCI	N/A	N/A	2.65
POETRY WALES	0032-2202	N/A	POETRY - AHCI	N/A	N/A	0.00
RUSSIAN HISTORY-HISTOIRE RUSSE	0094-288X	N/A	HISTORY - AHCI	N/A	N/A	0.38
NEW MEXICO HISTORICAL REVIEW	0028-6206	0028-6206	HISTORY - AHCI	N/A	N/A	0.16
Materiali e Discussioni per l Analisi dei Testi Classici	0392-6338	1724-1693	CLASSICS - AHCI	N/A	N/A	0.43
JOURNAL OF LATIN AMERICAN STUDIES	0022-216X	1469-767X	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	2.03
CoDesign-International Journal of CoCreation in Design and the Arts	1571-0882	1745-3755	ART - AHCI	N/A	N/A	4.71
Colonial Latin American Review	1060-9164	1466-1802	HISTORY - AHCI	N/A	N/A	0.78
COLOQUIO-LETRAS	0010-1451	0010-1451	LITERARY REVIEWS - AHCI$LITERATURE, ROMANCE - AHCI	N/A	N/A	0.52
Target-International Journal of Translation Studies	0924-1884	1569-9986	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.80
REVUE BIBLIQUE	0035-0907	2466-8583	RELIGION - AHCI	N/A	N/A	0.44
Public Archaeology	1465-5187	1753-5530	ARCHAEOLOGY - AHCI	N/A	N/A	0.53
LINGUA	0024-3841	1872-6135	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.87
Dutch Crossing-Journal of Low Countries Studies	0309-6564	1759-7854	HISTORY - AHCI$HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.84
INQUIRY-AN INTERDISCIPLINARY JOURNAL OF PHILOSOPHY	0020-174X	1502-3923	PHILOSOPHY - AHCI	N/A	N/A	1.17
Tempo-Niteroi	1413-7704	N/A	HISTORY - AHCI	N/A	N/A	0.44
HENRY JAMES REVIEW	0273-0340	1080-6555	LITERATURE, BRITISH ISLES - AHCI	N/A	N/A	0.70
JOURNAL OF MUSIC THEORY	0022-2909	1941-7497	MUSIC - AHCI	N/A	N/A	1.19
VIGILIAE CHRISTIANAE	0042-6032	1570-0720	RELIGION - AHCI	N/A	N/A	0.50
EIGHTEENTH-CENTURY STUDIES	0013-2586	1086-315X	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.51
NEW LITERARY HISTORY	0028-6087	1080-661X	LITERATURE - AHCI	N/A	N/A	3.82
Critical Studies in Television	1749-6020	1749-6039	FILM, RADIO, TELEVISION - AHCI	N/A	N/A	1.10
METAPHILOSOPHY	0026-1068	1467-9973	PHILOSOPHY - AHCI	N/A	N/A	1.06
FILM CRITICISM	0163-5069	0163-5069	FILM, RADIO, TELEVISION - AHCI	N/A	N/A	0.18
Studies in History and Theory of Architecture-Studii de Istoria si Teoria Arhitecturii	2344-6544	2457-1687	ARCHITECTURE - AHCI	N/A	N/A	0.16
Filosofia Unisinos	1519-5023	1984-8234	PHILOSOPHY - AHCI	N/A	N/A	0.21
ENVIRONMENTAL HISTORY	1084-5453	1930-8892	HISTORY - AHCI	N/A	N/A	1.51
REVISTA DE LITERATURA	0034-849X	1988-4192	LITERATURE, ROMANCE - AHCI	N/A	N/A	1.42
ROMANCE PHILOLOGY	0035-8002	2295-9017	LANGUAGE & LINGUISTICS - AHCI$LITERATURE, ROMANCE - AHCI	N/A	N/A	0.50
NEW TESTAMENT STUDIES	0028-6885	1469-8145	RELIGION - AHCI	N/A	N/A	0.82
Teoria-Rivista di Filosofia	1122-1259	N/A	PHILOSOPHY - AHCI	N/A	N/A	0.22
GERMAN STUDIES REVIEW	0149-7952	2164-8646	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.46
RUSSKAIA LITERATURA	0131-6095	0131-6095	LITERATURE, SLAVIC - AHCI	N/A	N/A	0.88
JOURNAL OF ARTS MANAGEMENT LAW AND SOCIETY	1063-2921	1930-7799	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	2.20
STUDIES IN LANGUAGE	0378-4177	1569-9978	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.47
British Journal of Middle Eastern Studies	1353-0194	1469-3542	HISTORY - AHCI	N/A	N/A	1.99
Boletin del Museo Chileno de Arte Precolombino	0716-1530	0718-6894	ARCHAEOLOGY - AHCI$ART - AHCI	N/A	N/A	0.51
Oxford Journal of Archaeology	0262-5253	1468-0092	ARCHAEOLOGY - AHCI	N/A	N/A	0.52
Anatolian Studies	0066-1546	2048-0849	ARCHAEOLOGY - AHCI$HISTORY - AHCI	N/A	N/A	1.87
Journal of Quantitative Linguistics	0929-6174	1744-5035	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	1.03
JOURNAL OF URBAN HISTORY	0096-1442	1552-6771	HISTORY - AHCI	N/A	N/A	0.72
TRANSLATION REVIEW	0737-4836	2164-0564	LANGUAGE & LINGUISTICS - AHCI$LITERATURE - AHCI	N/A	N/A	0.77
Hrvatski Filmski Ljetopis	1330-7665	N/A	FILM, RADIO, TELEVISION - AHCI	N/A	N/A	0.00
Popular Entertainment Studies	1837-9303	1837-9303	THEATER - AHCI	N/A	N/A	0.81
JOURNAL FOR THE STUDY OF RELIGIONS AND IDEOLOGIES	1583-0039	1583-0039	RELIGION - AHCI	N/A	N/A	1.42
LINGUA E STILE	0024-385X	0024-385X	LANGUAGE & LINGUISTICS - AHCI$LITERATURE - AHCI	N/A	N/A	0.24
JOURNAL OF EARLY CHRISTIAN STUDIES	1067-6341	1086-3184	HISTORY - AHCI$RELIGION - AHCI	N/A	N/A	0.90
NWIG-New West Indian Guide-Nieuwe West-Indische Gids	1382-2373	1382-2373	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.38
Plainsong & Medieval Music	0961-1371	1474-0087	MEDIEVAL & RENAISSANCE STUDIES - AHCI$MUSIC - AHCI	N/A	N/A	0.93
CAMBRIDGE ARCHAEOLOGICAL JOURNAL	0959-7743	1474-0540	ARCHAEOLOGY - AHCI	N/A	N/A	1.26
TDR-The Drama Review-The Journal of Performance Studies	1054-2043	1531-4715	THEATER - AHCI	N/A	N/A	2.80
Journal of Logic Language and Information	0925-8531	1572-9583	LANGUAGE & LINGUISTICS - AHCI$PHILOSOPHY - AHCI	N/A	N/A	0.64
IRISH UNIVERSITY REVIEW	0021-1427	2047-2153	LITERARY REVIEWS - AHCI	N/A	N/A	2.96
Philosophy Compass	N/A	1747-9991	PHILOSOPHY - AHCI	N/A	N/A	2.74
AMERICAN CATHOLIC PHILOSOPHICAL QUARTERLY	1051-3558	2153-8441	PHILOSOPHY - AHCI	N/A	N/A	0.61
CANADIAN HISTORICAL REVIEW	0008-3755	1710-1093	HISTORY - AHCI	N/A	N/A	1.49
PENNSYLVANIA MAGAZINE OF HISTORY AND BIOGRAPHY	0031-4587	2169-8546	HISTORY - AHCI	N/A	N/A	0.44
ANGELAKI-JOURNAL OF THE THEORETICAL HUMANITIES	0969-725X	1469-2899	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	1.49
RIVISTA DI STORIA DELLA FILOSOFIA	0393-2516	N/A	PHILOSOPHY - AHCI	N/A	N/A	0.12
Journal of Speculative Philosophy	0891-625X	1527-9383	PHILOSOPHY - AHCI	N/A	N/A	0.61
Indian Historical Review	0376-9836	0975-5977	ASIAN STUDIES - AHCI$HISTORY - AHCI	N/A	N/A	0.06
JOURNAL OF BIBLICAL LITERATURE	0021-9231	1934-3876	RELIGION - AHCI	N/A	N/A	1.44
INTERPRETATION-A JOURNAL OF POLITICAL PHILOSOPHY	0020-9635	0020-9635	PHILOSOPHY - AHCI	N/A	N/A	0.14
AMERICAN HISTORICAL REVIEW	0002-8762	1937-5239	HISTORY - AHCI	N/A	N/A	4.60
YEARBOOK FOR TRADITIONAL MUSIC	0740-1558	2304-3857	MUSIC - AHCI	N/A	N/A	0.75
DIGITAL CREATIVITY	1462-6268	1744-3806	ART - AHCI	N/A	N/A	1.84
Islam and Christian-Muslim Relations	0959-6410	1469-9311	RELIGION - AHCI	N/A	N/A	1.41
ARCHIVO ESPANOL DE ARTE	0004-0428	1988-8511	ART - AHCI	N/A	N/A	0.25
JOURNAL OF FOLKLORE RESEARCH	0737-7037	1543-0413	FOLKLORE - AHCI	N/A	N/A	1.93
REVUE FRANCAISE D ETUDES AMERICAINES	0397-7870	1776-3061	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.10
Synthesis Philosophica	0352-7875	N/A	PHILOSOPHY - AHCI	N/A	N/A	0.13
PHOENIX-THE JOURNAL OF THE CLASSICAL ASSOCIATION OF CANADA	0031-8299	1929-4883	CLASSICS - AHCI	N/A	N/A	0.46
ETUDES PHILOSOPHIQUES	0014-2166	2101-0056	PHILOSOPHY - AHCI	N/A	N/A	0.06
SOUTH AFRICAN ARCHAEOLOGICAL BULLETIN	0038-1969	2224-4654	ARCHAEOLOGY - AHCI	N/A	N/A	0.46
Parliamentary History	0264-2824	1750-0206	HISTORY - AHCI	N/A	N/A	0.86
TECHNOLOGY AND CULTURE	0040-165X	1097-3729	HISTORY & PHILOSOPHY OF SCIENCE - AHCI	N/A	N/A	0.58
ARCADIA	0003-7982	1613-0642	LITERATURE - AHCI	N/A	N/A	0.74
ZEITSCHRIFT FUR THEOLOGIE UND KIRCHE	0044-3549	1868-7377	RELIGION - AHCI	N/A	N/A	0.41
Annales-Anali za Istrske in Mediteranske Studije-Series Historia et Sociologia	1408-5348	2591-1775	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.99
NEUE ZEITSCHRIFT FUR MUSIK	0945-6945	N/A	MUSIC - AHCI	N/A	N/A	0.05
Papers of the British School at Rome	0068-2462	2045-239X	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.99
REVUE ROMANE	0035-3906	1600-0811	LANGUAGE & LINGUISTICS - AHCI$LITERATURE, ROMANCE - AHCI	N/A	N/A	1.43
Bollettino di Storia delle Scienze Matematiche	0392-4432	1724-1650	HISTORY & PHILOSOPHY OF SCIENCE - AHCI	N/A	N/A	0.10
TEXTUAL PRACTICE	0950-236X	1470-1308	LITERATURE - AHCI	N/A	N/A	1.21
Exemplaria-Medieval Early Modern Theory	1041-2573	1753-3074	MEDIEVAL & RENAISSANCE STUDIES - AHCI	N/A	N/A	1.74
Emerita	0013-6662	1988-8384	CLASSICS - AHCI	N/A	N/A	0.82
MEDICAL HISTORY	0025-7273	2048-8343	HISTORY & PHILOSOPHY OF SCIENCE - AHCI	N/A	N/A	0.69
Isegoria	1130-2097	1988-8376	PHILOSOPHY - AHCI	N/A	N/A	0.10
Lithic Technology	0197-7261	2051-6185	ARCHAEOLOGY - AHCI	N/A	N/A	0.86
METAPHOR AND SYMBOL	1092-6488	1532-7868	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	1.52
JOURNAL OF THE HISTORY OF MEDICINE AND ALLIED SCIENCES	0022-5045	1468-4373	HISTORY & PHILOSOPHY OF SCIENCE - AHCI	N/A	N/A	0.64
PHILOSOPHIA	0048-3893	1574-9274	PHILOSOPHY - AHCI	N/A	N/A	0.67
NINETEENTH-CENTURY FRENCH STUDIES	0146-7891	N/A	LITERATURE, ROMANCE - AHCI	N/A	N/A	0.63
BULLETIN DE CORRESPONDANCE HELLENIQUE	0007-4217	2241-0104	ARCHAEOLOGY - AHCI	N/A	N/A	0.08
MISSISSIPPI QUARTERLY	0026-637X	2689-517X	LITERARY THEORY & CRITICISM - AHCI	N/A	N/A	0.31
Theology and Science	1474-6700	1474-6719	HISTORY & PHILOSOPHY OF SCIENCE - AHCI$RELIGION - AHCI	N/A	N/A	0.90
ANTIGONISH REVIEW	0003-5661	0003-5661	LITERARY REVIEWS - AHCI	N/A	N/A	0.00
Text and Performance Quarterly	1046-2937	1479-5760	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	2.04
JOURNAL OF NEAR EASTERN STUDIES	0022-2968	1545-6978	ARCHAEOLOGY - AHCI$ASIAN STUDIES - AHCI	N/A	N/A	0.47
JOURNAL OF THE HISTORY OF SEXUALITY	1043-4070	1535-3605	HISTORY - AHCI	N/A	N/A	0.84
PROSPETTIVA-RIVISTA DI STORIA DELL ARTE ANTICA E MODERNA	0394-0802	2239-7205	ART - AHCI	N/A	N/A	0.00
JAHRBUCH FUR INTERNATIONALE GERMANISTIK	0449-5233	2235-1280	LITERATURE, GERMAN, DUTCH, SCANDINAVIAN - AHCI	N/A	N/A	0.17
JOURNAL OF THE SOUTHWEST	0894-8410	2158-1371	HISTORY - AHCI	N/A	N/A	0.32
SCREEN	0036-9543	1460-2474	FILM, RADIO, TELEVISION - AHCI	N/A	N/A	0.52
URBAN MORPHOLOGY	1027-4278	1027-4278	ARCHITECTURE - AHCI	N/A	N/A	3.10
CANADIAN JOURNAL OF PHILOSOPHY	0045-5091	1911-0820	PHILOSOPHY - AHCI	N/A	N/A	1.88
Labour History Review	0961-5652	1745-8188	HISTORY - AHCI	N/A	N/A	0.98
JOURNAL OF JEWISH THOUGHT & PHILOSOPHY	1053-699X	N/A	PHILOSOPHY - AHCI	N/A	N/A	0.37
Communication and Critical-Cultural Studies	1479-1420	1479-4233	CULTURAL STUDIES - AHCI	N/A	N/A	1.65
ZEITSCHRIFT FUR RELIGIONS-UND GEISTESGESCHICHTE	0044-3441	N/A	RELIGION - AHCI	N/A	N/A	0.13
ESPRIT	0014-0759	2111-4579	LITERARY REVIEWS - AHCI	N/A	N/A	0.48
GUERRES MONDIALES ET CONFLITS CONTEMPORAINS	0984-2292	2101-0137	HISTORY - AHCI	N/A	N/A	0.11
INTERNATIONAL PHILOSOPHICAL QUARTERLY	0019-0365	2153-8077	PHILOSOPHY - AHCI	N/A	N/A	0.25
APPALACHIAN JOURNAL	0090-3779	0090-3779	HISTORY - AHCI$LITERARY REVIEWS - AHCI	N/A	N/A	0.00
CONTEMPORARY FRENCH AND FRANCOPHONE STUDIES	1740-9292	1740-9306	LITERATURE, ROMANCE - AHCI	N/A	N/A	1.20
LATOMUS	0023-8856	2294-4427	CLASSICS - AHCI	N/A	N/A	0.58
ISLE-Interdisciplinary Studies in Literature and Environment	1076-0962	1759-1090	LITERATURE - AHCI	N/A	N/A	1.61
ACM Journal on Computing and Cultural Heritage	1556-4673	1556-4711	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	4.08
Synthesis-La Plata	0328-1205	N/A	CLASSICS - AHCI	N/A	N/A	0.42
Review of Cognitive Linguistics	1877-9751	1877-976X	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.61
Galilaeana-Studies in Renaissance and Early Modern Science	1971-6052	1825-3903	HISTORY & PHILOSOPHY OF SCIENCE - AHCI	N/A	N/A	0.03
DIACRITICS-A REVIEW OF CONTEMPORARY CRITICISM	0300-7162	1080-6539	LITERARY THEORY & CRITICISM - AHCI	N/A	N/A	2.27
PRESERVATION	1090-9931	N/A	HISTORY - AHCI	N/A	N/A	0.00
AUSTRALIAN HISTORICAL STUDIES	1031-461X	1940-5049	HISTORY - AHCI	N/A	N/A	2.41
RINASCIMENTO	0080-3073	2037-6138	MEDIEVAL & RENAISSANCE STUDIES - AHCI	N/A	N/A	0.22
HISTORICAL JOURNAL OF FILM RADIO AND TELEVISION	0143-9685	1465-3451	FILM, RADIO, TELEVISION - AHCI	N/A	N/A	0.55
International Research in Childrens Literature	1755-6198	1755-6201	LITERATURE - AHCI	N/A	N/A	1.63
NEUPHILOLOGISCHE MITTEILUNGEN	0028-3754	N/A	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.06
AMERICAN PHILOSOPHICAL QUARTERLY	0003-0481	2152-1123	PHILOSOPHY - AHCI	N/A	N/A	1.30
Knjizevna Smotra	0455-0463	2459-6329	LITERATURE, SLAVIC - AHCI	N/A	N/A	0.12
WORLD ARCHAEOLOGY	0043-8243	1470-1375	ARCHAEOLOGY - AHCI	N/A	N/A	1.51
INDEX ON CENSORSHIP	0306-4220	1746-6067	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.23
JOURNAL OF VALUE INQUIRY	0022-5363	1573-0492	PHILOSOPHY - AHCI	N/A	N/A	0.59
MIND	0026-4423	1460-2113	PHILOSOPHY - AHCI	N/A	N/A	5.33
ARCHIVIO STORICO ITALIANO	0391-7770	2036-4660	HISTORY - AHCI	N/A	N/A	0.68
COLLEGE LITERATURE	0093-3139	1542-4286	LITERATURE - AHCI	N/A	N/A	0.73
CHURCH HISTORY	0009-6407	1755-2613	HISTORY - AHCI$RELIGION - AHCI	N/A	N/A	0.58
ETUDES THEOLOGIQUES ET RELIGIEUSES	0014-2239	N/A	RELIGION - AHCI	N/A	N/A	0.16
Journal of Islamic Studies	0955-2340	1471-6917	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	1.47
British Journal of Religious Education	0141-6200	1740-7931	RELIGION - AHCI	N/A	N/A	1.91
Verbum	1585-079X	1588-4309	HISTORY - AHCI$LANGUAGE & LINGUISTICS - AHCI$LITERATURE, ROMANCE - AHCI	N/A	N/A	0.15
Studies in American Jewish Literature	0271-9274	1948-5077	LITERATURE, AMERICAN - AHCI	N/A	N/A	0.40
BYZANTINE AND MODERN GREEK STUDIES	0307-0131	1749-625X	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	1.74
Anuario Filosofico	0066-5215	0066-5215	PHILOSOPHY - AHCI	N/A	N/A	0.24
JOURNAL OF THE AMERICAN INSTITUTE FOR CONSERVATION	0197-1360	1945-2330	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	2.22
Weimarer Beitrage	0043-2199	N/A	LITERATURE - AHCI	N/A	N/A	0.30
RLC-REVUE DE LITTERATURE COMPAREE	0035-1466	N/A	LITERATURE - AHCI	N/A	N/A	0.33
FOLIA LINGUISTICA	0165-4004	1614-7308	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.56
Cambridge Classical Journal	1750-2705	2047-993X	CLASSICS - AHCI	N/A	N/A	4.53
Journal of Chinese Literature and Culture	2329-0048	2329-0056	ASIAN STUDIES - AHCI$LITERATURE - AHCI	N/A	N/A	0.29
Annual of the British School at Athens	0068-2454	2045-2403	ARCHAEOLOGY - AHCI	N/A	N/A	0.22
Historia Unisinos	1519-3861	2236-1782	HISTORY - AHCI	N/A	N/A	0.30
Musica Hodie	1676-3939	N/A	MUSIC - AHCI	N/A	N/A	0.31
Philosophia Mathematica	0031-8019	1744-6406	PHILOSOPHY - AHCI	N/A	N/A	1.22
SCULPTURE REVIEW	0747-5284	2632-3494	ART - AHCI	N/A	N/A	0.00
Acta Philosophica	1121-2179	1825-6562	PHILOSOPHY - AHCI	N/A	N/A	0.09
CONTEMPORARY LITERATURE	0010-7484	1548-9949	LITERATURE - AHCI	N/A	N/A	0.59
GIORNALE STORICO DELLA LETTERATURA ITALIANA	0017-0496	0017-0496	LITERATURE, ROMANCE - AHCI	N/A	N/A	0.14
Rossiiskaya Arkheologiya	0869-6063	0869-6063	ARCHAEOLOGY - AHCI	N/A	N/A	0.27
PHILOSOPHICAL QUARTERLY	0031-8094	1467-9213	PHILOSOPHY - AHCI	N/A	N/A	2.17
Cinemas d Amerique Latine	1267-4397	N/A	FILM, RADIO, TELEVISION - AHCI	N/A	N/A	0.03
Ethical Theory and Moral Practice	1386-2820	1572-8447	PHILOSOPHY - AHCI	N/A	N/A	1.81
STUDIES IN PHILOSOPHY AND EDUCATION	0039-3746	1573-191X	PHILOSOPHY - AHCI	N/A	N/A	1.55
Journal for the Study of the New Testament	0142-064X	1745-5294	RELIGION - AHCI	N/A	N/A	0.50
Space and Culture	1206-3312	1552-8308	CULTURAL STUDIES - AHCI	N/A	N/A	0.62
Filosofija-Sociologija	0235-7186	0235-7186	PHILOSOPHY - AHCI	N/A	N/A	0.53
Australian Journal of Linguistics	0726-8602	1469-2996	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.70
Onomazein	0717-1285	0718-5758	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.21
Estetika-The European Journal of Aesthetics	N/A	2571-0915	ART - AHCI$PHILOSOPHY - AHCI	N/A	N/A	0.64
Informal Logic	0824-2577	0824-2577	PHILOSOPHY - AHCI	N/A	N/A	1.91
Journal of Legal History	0144-0365	1744-0564	HISTORY - AHCI	N/A	N/A	0.84
World of Music-New Series	0043-8774	N/A	MUSIC - AHCI	N/A	N/A	0.21
STUDI PIEMONTESI	0392-7261	N/A	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.19
EARLY MUSIC HISTORY	0261-1279	1474-0559	MUSIC - AHCI	N/A	N/A	0.70
