Journal-name	ISSN	eISSN	category	2021-JIF	JIF-Quartile	2021-JCI
JOURNAL OF WORLD BUSINESS	1090-9516	1878-5573	BUSINESS - SSCI	8.635	Q1	1.91
PSYCHOTHERAPY AND PSYCHOSOMATICS	0033-3190	1423-0348	PSYCHIATRY - SSCI	25.617	Q1	3.80
JOURNAL OF NURSING CARE QUALITY	1057-3631	1550-5065	NURSING - SSCI	1.728	Q3	0.97
AMERICAN ANNALS OF THE DEAF	0002-726X	1543-0375	EDUCATION, SPECIAL - SSCI$REHABILITATION - SSCI	0.944	Q4	0.45
ANTHROPOLOGICAL QUARTERLY	0003-5491	1534-1518	ANTHROPOLOGY - SSCI	0.853	Q3	0.42
Energy Research & Social Science	2214-6296	2214-6326	ENVIRONMENTAL STUDIES - SSCI	8.514	Q1	1.75
Social Dynamics-A Journal of African Studies	0253-3952	1940-7874	AREA STUDIES - SSCI	0.483	Q4	0.57
International Journal for Academic Development	1360-144X	1470-1324	EDUCATION & EDUCATIONAL RESEARCH - SSCI	2.453	Q2	1.42
Quality Management in Health Care	1063-8628	1550-5154	HEALTH POLICY & SERVICES - SSCI	1.368	Q4	0.28
TRANSACTIONS OF THE INSTITUTE OF BRITISH GEOGRAPHERS	0020-2754	1475-5661	GEOGRAPHY - SSCI	3.445	Q2	1.44
Data Technologies and Applications	2514-9288	2514-9318	INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI	1.713	Q3	0.43
CANADIAN JOURNAL OF PUBLIC HEALTH-REVUE CANADIENNE DE SANTE PUBLIQUE	0008-4263	1920-7476	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI	4.645	Q1	0.68
International Journal for Equity in Health	N/A	1475-9276	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI	4.673	Q1	1.09
Journal of Trauma & Dissociation	1529-9732	1529-9740	PSYCHIATRY - SSCI$PSYCHOLOGY, CLINICAL - SSCI	3.649	Q2	0.79
ASSESSMENT	1073-1911	1552-3489	PSYCHOLOGY, CLINICAL - SSCI	4.282	Q2	1.35
Phonology	0952-6757	1469-8188	LINGUISTICS - SSCI	1.214	Q3	1.08
Annual Review of Anthropology	0084-6570	1545-4290	ANTHROPOLOGY - SSCI	4.064	Q1	2.05
Journal of Causal Inference	2193-3677	2193-3685	SOCIAL SCIENCES, MATHEMATICAL METHODS - SSCI	1.867	Q3	0.80
Games and Culture	1555-4120	1555-4139	COMMUNICATION - SSCI$CULTURAL STUDIES - SSCI	2.180	Q1	1.70
BRITISH JOURNAL OF HEALTH PSYCHOLOGY	1359-107X	2044-8287	PSYCHOLOGY, CLINICAL - SSCI	8.101	Q1	1.67
JOURNAL FOR THE THEORY OF SOCIAL BEHAVIOUR	0021-8308	1468-5914	PSYCHOLOGY, SOCIAL - SSCI	1.733	Q4	0.52
Journal of Public Economic Theory	1097-3923	1467-9779	ECONOMICS - SSCI	1.336	Q3	0.57
JOURNAL OF ECONOMIC ISSUES	0021-3624	1946-326X	ECONOMICS - SSCI	0.854	Q4	0.25
Journal of Comparative Germanic Linguistics	1383-4924	1572-8552	LINGUISTICS - SSCI	0.813	Q3	0.93
JOURNAL OF LABOR ECONOMICS	0734-306X	1537-5307	ECONOMICS - SSCI$INDUSTRIAL RELATIONS & LABOR - SSCI	4.179	Q1	1.85
AMERICAN JOURNAL OF PSYCHIATRY	0002-953X	1535-7228	PSYCHIATRY - SSCI	19.248	Q1	4.18
INTERNATIONAL JOURNAL OF PROJECT MANAGEMENT	0263-7863	1873-4634	MANAGEMENT - SSCI	9.037	Q1	1.96
Journal of Behavioral and Experimental Economics	2214-8043	2214-8051	ECONOMICS - SSCI	1.831	Q3	0.54
CURRICULUM INQUIRY	0362-6784	1467-873X	EDUCATION & EDUCATIONAL RESEARCH - SSCI	1.944	Q3	0.93
AMERICAN HISTORICAL REVIEW	0002-8762	1937-5239	HISTORY - SSCI	1.807	Q1	4.60
PARLIAMENTARY AFFAIRS	0031-2290	1460-2482	POLITICAL SCIENCE - SSCI	1.324	Q3	0.80
Pacific Economic Review	1361-374X	1468-0106	ECONOMICS - SSCI	1.467	Q3	0.43
Review of Cognitive Linguistics	1877-9751	1877-976X	LINGUISTICS - SSCI	0.595	Q4	0.61
DIPLOMATIC HISTORY	0145-2096	1467-7709	HISTORY - SSCI	0.730	Q2	1.97
Wiley Interdisciplinary Reviews-Climate Change	1757-7780	1757-7799	ENVIRONMENTAL STUDIES - SSCI	10.072	Q1	1.20
BMC Medical Ethics	1472-6939	1472-6939	ETHICS - SSCI$SOCIAL SCIENCES, BIOMEDICAL - SSCI	2.834	Q1	0.95
RILCE-Revista de Filologia Hispanica	0213-2370	2174-0917	LINGUISTICS - SSCI	0.255	Q4	1.21
SOCIAL INDICATORS RESEARCH	0303-8300	1573-0921	SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI$SOCIOLOGY - SSCI	2.935	Q2	1.42
International Journal of Speech Language and the Law	1748-8885	1748-8893	CRIMINOLOGY & PENOLOGY - SSCI$LINGUISTICS - SSCI	0.857	Q3	0.44
International Journal of Circumpolar Health	1239-9736	2242-3982	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI	1.941	Q4	0.45
Journal of International Financial Markets Institutions & Money	1042-4431	1873-0612	BUSINESS, FINANCE - SSCI$ECONOMICS - SSCI	4.217	Q1	1.62
MIND & LANGUAGE	0268-1064	1468-0017	LINGUISTICS - SSCI$PSYCHOLOGY, EXPERIMENTAL - SSCI	2.325	Q1	0.93
JOURNAL OF SOCIAL SERVICE RESEARCH	0148-8376	1540-7314	SOCIAL WORK - SSCI	1.193	Q4	0.68
Journal of Business Finance & Accounting	0306-686X	1468-5957	BUSINESS, FINANCE - SSCI	2.709	Q3	0.89
JOURNAL OF PROFESSIONAL NURSING	8755-7223	1532-8481	NURSING - SSCI	2.272	Q2	1.16
Social Justice Research	0885-7466	1573-6725	PSYCHOLOGY, SOCIAL - SSCI$SOCIOLOGY - SSCI	1.700	Q3	0.66
Irish Political Studies	0790-7184	1743-9078	POLITICAL SCIENCE - SSCI	1.407	Q3	0.58
European Management Journal	0263-2373	1873-5681	BUSINESS - SSCI$MANAGEMENT - SSCI	6.110	Q2	1.30
Educational Measurement-Issues and Practice	0731-1745	1745-3992	EDUCATION & EDUCATIONAL RESEARCH - SSCI$PSYCHOLOGY, EDUCATIONAL - SSCI	1.402	Q4	0.61
International Journal of Management Education	1472-8117	2352-3565	BUSINESS - SSCI$EDUCATION & EDUCATIONAL RESEARCH - SSCI$MANAGEMENT - SSCI	4.564	Q1	1.37
Citizenship Studies	1362-1025	1469-3593	POLITICAL SCIENCE - SSCI	1.797	Q3	0.96
Addiction Science & Clinical Practice	1940-0640	1940-0640	SUBSTANCE ABUSE - SSCI	4.329	Q2	0.90
FOOD POLICY	0306-9192	1873-5657	ECONOMICS - SSCI	6.080	Q1	1.70
Journal of Linguistic Anthropology	1055-1360	1548-1395	ANTHROPOLOGY - SSCI$LINGUISTICS - SSCI	0.939	Q3	1.04
PERCEPTION	0301-0066	1468-4233	PSYCHOLOGY, EXPERIMENTAL - SSCI	1.695	Q4	0.41
Research in Human Development	1542-7609	1542-7617	PSYCHOLOGY, DEVELOPMENTAL - SSCI	4.154	Q2	0.83
JOURNAL OF HEALTHCARE MANAGEMENT	1096-9012	1944-7396	HEALTH POLICY & SERVICES - SSCI	2.306	Q3	0.49
JOURNAL OF FINANCIAL SERVICES RESEARCH	0920-8550	1573-0735	BUSINESS, FINANCE - SSCI	1.491	Q4	0.54
TRANSPORTATION SCIENCE	0041-1655	N/A	TRANSPORTATION - SSCI	4.898	Q2	1.03
JOURNAL OF URBAN AFFAIRS	0735-2166	1467-9906	URBAN STUDIES - SSCI	2.559	Q3	0.92
TEACHING IN HIGHER EDUCATION	1356-2517	1470-1294	EDUCATION & EDUCATIONAL RESEARCH - SSCI	2.750	Q2	1.54
Comunicar	1134-3478	1988-3293	COMMUNICATION - SSCI$EDUCATION & EDUCATIONAL RESEARCH - SSCI	5.725	Q1	2.94
Sexual and Relationship Therapy	1468-1994	1468-1749	PSYCHOLOGY, CLINICAL - SSCI	1.733	Q4	0.46
POLITY	0032-3497	1744-1684	POLITICAL SCIENCE - SSCI	1.702	Q3	0.96
INTERNATIONAL JOURNAL OF INFORMATION MANAGEMENT	0268-4012	1873-4707	INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI	18.958	Q1	5.51
Landscape Research	0142-6397	1469-9710	ENVIRONMENTAL STUDIES - SSCI$GEOGRAPHY - SSCI	1.701	Q3	0.54
JOURNAL OF INTERNATIONAL MONEY AND FINANCE	0261-5606	1873-0639	BUSINESS, FINANCE - SSCI	2.762	Q2	1.07
Discourse & Communication	1750-4813	1750-4821	COMMUNICATION - SSCI	1.647	Q4	0.58
Empirical Economics	0377-7332	1435-8921	ECONOMICS - SSCI$SOCIAL SCIENCES, MATHEMATICAL METHODS - SSCI	2.647	Q2	1.05
ISIS	0021-1753	1545-6994	HISTORY & PHILOSOPHY OF SCIENCE - SSCI	0.514	Q3	0.42
Journal of School Nursing	1059-8405	1546-8364	NURSING - SSCI	2.361	Q2	1.21
GENERAL HOSPITAL PSYCHIATRY	0163-8343	1873-7714	PSYCHIATRY - SSCI	7.587	Q1	1.11
Southern African Linguistics and Applied Language Studies	1607-3614	1727-9461	LINGUISTICS - SSCI	0.560	Q4	0.37
CONTEMPORARY PACIFIC	1043-898X	1527-9464	AREA STUDIES - SSCI	1.024	Q3	1.32
Decision Analysis	1545-8490	1545-8504	MANAGEMENT - SSCI	1.703	Q4	0.36
JOURNAL OF TRANSPORT ECONOMICS AND POLICY	0022-5258	1754-5951	ECONOMICS - SSCI$TRANSPORTATION - SSCI	0.613	Q4	0.27
Du Bois Review-Social Science Research on Race	1742-058X	1742-0598	ETHNIC STUDIES - SSCI$SOCIOLOGY - SSCI	1.333	Q3	0.63
MUSIC PERCEPTION	0730-7829	N/A	PSYCHOLOGY, EXPERIMENTAL - SSCI	2.184	Q3	2.33
Target-International Journal of Translation Studies	0924-1884	1569-9986	LINGUISTICS - SSCI	1.081	Q3	0.80
ACTA OECONOMICA	0001-6373	1588-2659	ECONOMICS - SSCI	0.939	Q4	0.33
Motivation Science	2333-8113	2333-8121	PSYCHOLOGY, MULTIDISCIPLINARY - SSCI	3.243	Q2	1.04
Argumenta Oeconomica	1233-5835	N/A	ECONOMICS - SSCI	0.516	Q4	0.17
Journal of Work and Organizational Psychology-Revista de Psicologia del Trabajo y de las Organizaciones	1576-5962	2174-0534	PSYCHOLOGY, APPLIED - SSCI	4.089	Q2	0.92
Games for Health Journal	2161-783X	2161-7856	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI$REHABILITATION - SSCI	4.070	Q1	0.96
AJAR-African Journal of AIDS Research	1608-5906	1727-9445	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI	1.816	Q4	0.40
Tourism Geographies	1461-6688	1470-1340	HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI	11.355	Q1	2.47
Journal of Semantics	0167-5133	1477-4593	LINGUISTICS - SSCI	1.000	Q3	1.21
HISTORIA MATHEMATICA	0315-0860	1090-249X	HISTORY & PHILOSOPHY OF SCIENCE - SSCI	0.306	Q4	0.31
Families Systems & Health	1091-7527	1939-0602	FAMILY STUDIES - SSCI$PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI	1.712	Q3	0.57
PSYCHIATRIC SERVICES	1075-2730	1557-9700	HEALTH POLICY & SERVICES - SSCI$PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI	4.157	Q1	1.04
JOURNAL OF COMMUNICATION	0021-9916	1460-2466	COMMUNICATION - SSCI	5.750	Q1	2.30
MITTEILUNGEN DER OSTERREICHISCHEN GEOGRAPHISCHEN GESELLSCHAFT	0029-9138	0029-9138	GEOGRAPHY - SSCI	0.323	Q4	0.08
JOURNAL OF HEALTH COMMUNICATION	1081-0730	1087-0415	COMMUNICATION - SSCI$INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI	2.742	Q2	0.98
TIJDSCHRIFT VOOR ECONOMISCHE EN SOCIALE GEOGRAFIE	0040-747X	1467-9663	ECONOMICS - SSCI$GEOGRAPHY - SSCI	4.194	Q1	1.22
Clinical Gerontologist	0731-7115	1545-2301	GERONTOLOGY - SSCI$PSYCHIATRY - SSCI	2.871	Q2	0.71
SOCIETY & ANIMALS	1063-1119	1568-5306	SOCIOLOGY - SSCI	1.325	Q3	0.40
SOCIAL & CULTURAL GEOGRAPHY	1464-9365	1470-1197	GEOGRAPHY - SSCI	2.888	Q2	1.12
GENDER WORK AND ORGANIZATION	0968-6673	1468-0432	MANAGEMENT - SSCI$WOMENS STUDIES - SSCI	5.428	Q1	1.94
Journal of Clinical Sport Psychology	1932-9261	1932-927X	PSYCHOLOGY, APPLIED - SSCI	1.968	Q4	0.52
African Studies Review	0002-0206	1555-2462	AREA STUDIES - SSCI	1.820	Q1	1.82
Econometric Reviews	0747-4938	1532-4168	ECONOMICS - SSCI$SOCIAL SCIENCES, MATHEMATICAL METHODS - SSCI	1.605	Q3	0.60
JOURNAL OF BEHAVIORAL DECISION MAKING	0894-3257	1099-0771	PSYCHOLOGY, APPLIED - SSCI	2.508	Q3	0.62
Career Development International	1362-0436	1758-6003	MANAGEMENT - SSCI$PSYCHOLOGY, APPLIED - SSCI	2.443	Q3	0.76
Acta Linguistica Academica	2559-8201	2560-1016	LINGUISTICS - SSCI	0.690	Q3	0.67
MOTIVATION AND EMOTION	0146-7239	1573-6644	PSYCHOLOGY, EXPERIMENTAL - SSCI$PSYCHOLOGY, SOCIAL - SSCI	4.135	Q1	0.86
Crisis-The Journal of Crisis Intervention and Suicide Prevention	0227-5910	2151-2396	PSYCHIATRY - SSCI$PSYCHOLOGY, MULTIDISCIPLINARY - SSCI	3.591	Q2	0.81
SOCIAL POLITICS	1072-4745	1468-2893	SOCIAL ISSUES - SSCI$WOMENS STUDIES - SSCI	2.474	Q2	1.21
JOURNAL OF ORGANIZATIONAL CHANGE MANAGEMENT	0953-4814	1758-7816	MANAGEMENT - SSCI	2.096	Q4	0.46
INFORMATION ECONOMICS AND POLICY	0167-6245	1873-5975	ECONOMICS - SSCI	2.769	Q2	0.65
International Journal of Communication	1932-8036	1932-8036	COMMUNICATION - SSCI	1.637	Q4	0.65
Sustainable Production and Consumption	2352-5509	2352-5509	ENVIRONMENTAL STUDIES - SSCI$GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SSCI	8.921	Q1	1.40
Erdkunde	0014-0015	0014-0015	GEOGRAPHY - SSCI	1.139	Q4	0.51
Journal of Pediatric Health Care	0891-5245	1532-656X	HEALTH POLICY & SERVICES - SSCI$NURSING - SSCI	1.838	Q3	0.66
Postcolonial Studies	1368-8790	1466-1888	CULTURAL STUDIES - SSCI$HISTORY - SSCI	0.922	Q1	1.42
PSYCHOMETRIKA	0033-3123	1860-0980	PSYCHOLOGY, MATHEMATICAL - SSCI$SOCIAL SCIENCES, MATHEMATICAL METHODS - SSCI	2.290	Q2	0.83
JOURNAL OF BUSINESS ETHICS	0167-4544	1573-0697	BUSINESS - SSCI$ETHICS - SSCI	6.331	Q1	1.92
Journal of Gerontological Nursing	0098-9134	1938-243X	GERONTOLOGY - SSCI$NURSING - SSCI	1.436	Q4	0.46
SUPPLY CHAIN MANAGEMENT-AN INTERNATIONAL JOURNAL	1359-8546	1758-6852	BUSINESS - SSCI$MANAGEMENT - SSCI	11.263	Q1	1.88
POLITICAL SCIENCE QUARTERLY	0032-3195	1538-165X	POLITICAL SCIENCE - SSCI	0.833	Q4	0.92
CATHOLIC UNIVERSITY LAW REVIEW	0008-8390	0008-8390	LAW - SSCI	0.286	Q4	0.34
Journal of Early Modern History	1385-3783	1570-0658	HISTORY - SSCI	0.395	Q4	0.79
European Journal of Criminology	1477-3708	1741-2609	CRIMINOLOGY & PENOLOGY - SSCI	1.752	Q3	0.99
Review of Finance	1572-3097	1573-692X	BUSINESS, FINANCE - SSCI$ECONOMICS - SSCI	5.059	Q1	1.49
INTERNATIONAL AFFAIRS	0020-5850	1468-2346	INTERNATIONAL RELATIONS - SSCI	4.985	Q1	3.25
Artificial Intelligence and Law	0924-8463	1572-8382	LAW - SSCI	2.723	Q1	1.76
Journal of Child Health Care	1367-4935	1741-2889	NURSING - SSCI	1.896	Q3	0.78
JOURNAL OF AMERICAN HISTORY	0021-8723	1945-2314	HISTORY - SSCI	0.822	Q2	2.78
Global Environmental Politics	1526-3800	1536-0091	ENVIRONMENTAL STUDIES - SSCI$INTERNATIONAL RELATIONS - SSCI$POLITICAL SCIENCE - SSCI	4.145	Q1	1.57
JOURNAL OF ENVIRONMENTAL ECONOMICS AND MANAGEMENT	0095-0696	1096-0449	BUSINESS - SSCI$ECONOMICS - SSCI$ENVIRONMENTAL STUDIES - SSCI	5.840	Q1	1.39
JOURNAL OF BIOSOCIAL SCIENCE	0021-9320	1469-7599	DEMOGRAPHY - SSCI$SOCIAL SCIENCES, BIOMEDICAL - SSCI	2.148	Q3	0.79
SOUTH ATLANTIC QUARTERLY	0038-2876	1527-8026	CULTURAL STUDIES - SSCI	1.763	Q1	11.49
MANAGEMENT DECISION	0025-1747	1758-6070	BUSINESS - SSCI$MANAGEMENT - SSCI	5.589	Q2	1.12
EUROPEAN JOURNAL OF COMMUNICATION	0267-3231	1460-3705	COMMUNICATION - SSCI	2.463	Q3	1.24
Psychology of Sexual Orientation and Gender Diversity	2329-0382	2329-0390	PSYCHOLOGY, MULTIDISCIPLINARY - SSCI	4.617	Q1	1.24
JOURNAL OF EDUCATIONAL ADMINISTRATION	0957-8234	1758-7395	EDUCATION & EDUCATIONAL RESEARCH - SSCI	2.152	Q3	1.02
CONFLICT MANAGEMENT AND PEACE SCIENCE	0738-8942	1549-9219	INTERNATIONAL RELATIONS - SSCI	1.819	Q3	1.13
Project Management Journal	8756-9728	1938-9507	MANAGEMENT - SSCI	4.946	Q2	0.90
Alcohol Research-Current Reviews	1535-7414	1930-0573	SUBSTANCE ABUSE - SSCI	7.654	Q1	1.73
SOCIAL DEVELOPMENT	0961-205X	1467-9507	PSYCHOLOGY, DEVELOPMENTAL - SSCI	2.462	Q3	0.61
JOURNAL OF ENVIRONMENTAL LAW	0952-8873	1464-374X	ENVIRONMENTAL STUDIES - SSCI$LAW - SSCI	1.750	Q2	0.93
BUSINESS HORIZONS	0007-6813	1873-6068	BUSINESS - SSCI	10.562	Q1	1.86
Journal of the Society for Social Work and Research	2334-2315	1948-822X	SOCIAL WORK - SSCI	1.603	Q4	0.72
JOURNAL OF ACCOUNTING & ECONOMICS	0165-4101	1879-1980	BUSINESS, FINANCE - SSCI$ECONOMICS - SSCI	7.293	Q1	2.29
TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE	0040-1625	1873-5509	BUSINESS - SSCI$REGIONAL & URBAN PLANNING - SSCI	10.884	Q1	2.40
Sociological Science	N/A	2330-6696	SOCIOLOGY - SSCI	6.222	Q1	2.14
Journal of Housing and the Built Environment	1566-4910	1573-7772	ENVIRONMENTAL STUDIES - SSCI$REGIONAL & URBAN PLANNING - SSCI$URBAN STUDIES - SSCI	2.033	Q4	0.53
JOURNAL OF AFRICAN HISTORY	0021-8537	1469-5138	HISTORY - SSCI	0.848	Q1	1.81
JOURNAL OF PRODUCTIVITY ANALYSIS	0895-562X	1573-0441	BUSINESS - SSCI$ECONOMICS - SSCI$SOCIAL SCIENCES, MATHEMATICAL METHODS - SSCI	2.500	Q2	0.70
TURK PSIKOLOJI DERGISI	1300-4433	1300-4433	PSYCHOLOGY, MULTIDISCIPLINARY - SSCI	0.120	Q4	0.06
APPLIED PSYCHOLINGUISTICS	0142-7164	1469-1817	LINGUISTICS - SSCI$PSYCHOLOGY, EXPERIMENTAL - SSCI	1.828	Q2	0.82
Information Technology & Management	1385-951X	1573-7667	INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI$MANAGEMENT - SSCI	2.310	Q3	0.57
CANADIAN JOURNAL OF PSYCHIATRY-REVUE CANADIENNE DE PSYCHIATRIE	0706-7437	1497-0015	PSYCHIATRY - SSCI	5.321	Q2	0.88
ANTHROPOS	0257-9774	N/A	ANTHROPOLOGY - SSCI	0.190	Q4	0.07
UNIVERSITY OF ILLINOIS LAW REVIEW	0276-9948	1942-9231	LAW - SSCI	0.857	Q3	1.07
Revista de Historia Industrial	1132-7200	2385-3247	BUSINESS - SSCI$ECONOMICS - SSCI$HISTORY - SSCI$HISTORY OF SOCIAL SCIENCES - SSCI	0.310	Q4	0.20
HISTORIOGRAPHIA LINGUISTICA	0302-5160	1569-9781	LINGUISTICS - SSCI	0.273	Q4	0.11
MIS QUARTERLY	0276-7783	N/A	INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI$MANAGEMENT - SSCI	8.513	Q1	1.82
ORGANIZATION	1350-5084	1461-7323	MANAGEMENT - SSCI	3.301	Q3	0.92
Culture and Education	1135-6405	1578-4118	EDUCATION & EDUCATIONAL RESEARCH - SSCI	2.226	Q3	0.92
Urban Research & Practice	1753-5069	1753-5077	URBAN STUDIES - SSCI	2.136	Q4	0.71
DISCOURSE STUDIES	1461-4456	1461-7080	COMMUNICATION - SSCI	1.871	Q3	0.82
JOURNAL OF LEARNING DISABILITIES	0022-2194	1538-4780	EDUCATION, SPECIAL - SSCI$REHABILITATION - SSCI	3.407	Q1	1.49
ECONOMICS OF EDUCATION REVIEW	0272-7757	1873-7382	ECONOMICS - SSCI$EDUCATION & EDUCATIONAL RESEARCH - SSCI	2.083	Q2	1.06
HAU-Journal of Ethnographic Theory	2575-1433	2049-1115	ANTHROPOLOGY - SSCI	0.797	Q4	0.53
Translation and Interpreting Studies	1932-2798	1876-2700	LINGUISTICS - SSCI	0.717	Q3	0.61
European Political Science Review	1755-7739	1755-7747	POLITICAL SCIENCE - SSCI	3.123	Q1	1.89
Economics of Innovation and New Technology	1043-8599	1476-8364	ECONOMICS - SSCI	2.213	Q2	0.87
Journal of Economic Interaction and Coordination	1860-711X	1860-7128	ECONOMICS - SSCI	1.237	Q4	0.51
Transformations in Business & Economics	1648-4460	N/A	BUSINESS - SSCI$ECONOMICS - SSCI	1.824	Q3	0.50
LABOR HISTORY	0023-656X	1469-9702	HISTORY OF SOCIAL SCIENCES - SSCI$INDUSTRIAL RELATIONS & LABOR - SSCI	0.632	Q3	0.80
MEDICAL CARE RESEARCH AND REVIEW	1077-5587	1552-6801	HEALTH POLICY & SERVICES - SSCI	2.971	Q2	0.99
ARCHIVES OF PSYCHIATRIC NURSING	0883-9417	1532-8228	NURSING - SSCI$PSYCHIATRY - SSCI	2.242	Q2	0.84
Applied Linguistics Review	1868-6303	1868-6311	LINGUISTICS - SSCI	3.063	Q1	2.62
LAW AND SOCIAL INQUIRY-JOURNAL OF THE AMERICAN BAR FOUNDATION	0897-6546	1747-4469	LAW - SSCI	1.396	Q2	1.73
Scandinavian Actuarial Journal	0346-1238	1651-2030	SOCIAL SCIENCES, MATHEMATICAL METHODS - SSCI	1.782	Q3	0.69
Journal of Latinx Psychology	2578-8086	2578-8094	PSYCHOLOGY, CLINICAL - SSCI$PSYCHOLOGY, DEVELOPMENTAL - SSCI$PSYCHOLOGY, MULTIDISCIPLINARY - SSCI$PSYCHOLOGY, SOCIAL - SSCI	2.952	Q2	0.76
Journal of Cognitive Psychotherapy	0889-8391	1938-887X	PSYCHOLOGY, CLINICAL - SSCI	0.813	Q4	0.20
ZEITSCHRIFT FUR KINDER-UND JUGENDPSYCHIATRIE UND PSYCHOTHERAPIE	1422-4917	1664-2880	PSYCHIATRY - SSCI	1.397	Q4	0.26
Journal of Global Information Management	1062-7375	1533-7995	INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI	3.474	Q2	0.84
Journal of the International Phonetic Association	0025-1003	1475-3502	LINGUISTICS - SSCI	1.146	Q3	1.21
BEHAVIORAL SCIENCES & THE LAW	0735-3936	1099-0798	LAW - SSCI$PSYCHOLOGY, APPLIED - SSCI	2.568	Q1	1.43
Studies in Second Language Learning and Teaching	2083-5205	2084-1965	LINGUISTICS - SSCI	2.352	Q1	1.97
Chinese Management Studies	1750-614X	1750-6158	MANAGEMENT - SSCI	2.351	Q4	0.49
ELEMENTARY SCHOOL JOURNAL	0013-5984	1554-8279	EDUCATION & EDUCATIONAL RESEARCH - SSCI	1.789	Q3	0.95
NEW REPUBLIC	0028-6583	N/A	POLITICAL SCIENCE - SSCI	1.236	Q3	0.02
BULLETIN OF THE MENNINGER CLINIC	0025-9284	1943-2828	PSYCHIATRY - SSCI$PSYCHOLOGY, PSYCHOANALYSIS - SSCI	1.476	Q1	1.13
ILR Review	0019-7939	2162-271X	INDUSTRIAL RELATIONS & LABOR - SSCI	3.573	Q2	1.69
PSYCHOLOGICAL REVIEW	0033-295X	1939-1471	PSYCHOLOGY, MULTIDISCIPLINARY - SSCI	8.247	Q1	2.90
International Journal of Emerging Markets	1746-8809	1746-8817	BUSINESS - SSCI$ECONOMICS - SSCI$MANAGEMENT - SSCI	3.422	Q2	0.81
BMC Womens Health	N/A	1472-6874	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI	2.742	Q3	0.84
Revista de Psicologia Social	0213-4748	1579-3680	PSYCHOLOGY, SOCIAL - SSCI	0.913	Q4	0.20
Technology Pedagogy and Education	1475-939X	1747-5139	EDUCATION & EDUCATIONAL RESEARCH - SSCI	3.870	Q1	1.61
AMERICAN JOURNAL OF ORTHOPSYCHIATRY	0002-9432	1939-0025	SOCIAL WORK - SSCI	3.407	Q1	1.30
MINNESOTA LAW REVIEW	0026-5535	0026-5535	LAW - SSCI	1.734	Q2	1.72
npj Science of Learning	N/A	2056-7936	EDUCATION & EDUCATIONAL RESEARCH - SSCI$PSYCHOLOGY, EXPERIMENTAL - SSCI	5.513	Q1	1.44
LIBRARY HI TECH	0737-8831	0737-8831	INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI	1.623	Q3	0.58
Communication Methods and Measures	1931-2458	1931-2466	COMMUNICATION - SSCI	8.044	Q1	3.79
Psychiatry Investigation	1738-3684	1976-3026	PSYCHIATRY - SSCI	3.202	Q3	0.54
JOURNAL OF SPORT & SOCIAL ISSUES	0193-7235	1552-7638	HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI$SOCIOLOGY - SSCI	1.785	Q3	0.70
JOURNAL OF EDUCATIONAL AND PSYCHOLOGICAL CONSULTATION	1047-4412	1532-768X	PSYCHOLOGY, EDUCATIONAL - SSCI	1.603	Q4	0.57
Queen Mary Journal of Intellectual Property	2045-9807	2045-9815	LAW - SSCI	0.347	Q4	0.44
ECOLOGICAL PSYCHOLOGY	1040-7413	1532-6969	PSYCHOLOGY, EXPERIMENTAL - SSCI	1.688	Q4	0.63
Croatian Journal of Education-Hrvatski Casopis za Odgoj i obrazovanje	1848-5189	1848-5197	EDUCATION & EDUCATIONAL RESEARCH - SSCI	0.258	Q4	0.16
Journal of Applied Research in Memory and Cognition	2211-3681	2211-369X	PSYCHOLOGY, EXPERIMENTAL - SSCI	4.600	Q1	1.02
JOURNAL OF SOCIAL ARCHAEOLOGY	1469-6053	1741-2951	ANTHROPOLOGY - SSCI	1.257	Q3	1.30
Journal of the Economics of Ageing	2212-828X	2212-8298	DEMOGRAPHY - SSCI$ECONOMICS - SSCI$GERONTOLOGY - SSCI	1.899	Q3	0.74
Applied Health Economics and Health Policy	1175-5652	1179-1896	ECONOMICS - SSCI$HEALTH POLICY & SERVICES - SSCI	3.686	Q2	0.91
Journal of International Financial Management & Accounting	0954-1314	1467-646X	BUSINESS, FINANCE - SSCI	2.808	Q2	0.79
